,title,price,link
20,"Dell Insp. 5430 13th Gen Metal Body Laptop, Intel i5-1335U/16GB LPDDR5/512GB SSD/14(35.56cm) FHD+Comfort View/Backlit KB+FPR/Win 11+MSO'2/McAfee 15 Month/Platinum Silver/Thunderbolt 4.0 â€‹Port/1.59Kg","65,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NjQ3OTQ1MjI5NDc5NDg2OjE3MzcyMjkyODg6c3BfYXRmX25leHQ6MzAwNDYwNDQ1NTIxMTMyOjowOjo&url=%2FDell-Inspiron-i5-1335U-35-56Cms-Thunderbolt%2Fdp%2FB0C1595WPW%2Fref%3Dsr_1_18_sspa%3Fcrid%3D6MYET830HUWF%26dib%3DeyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1737229288%26sprefix%3Dlaptop%252Caps%252C483%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
21,"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","31,990",https://amazon.in//Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=sr_1_19?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-19
22,"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4 + 512GB SSD/Intel UHD Graphics/15.6"" (39.62cm) FHD Display/Win 11 + MSO'21/15 Month McAfee/Carbon Black/Spill Resistant KB/1.69kg","46,990",https://amazon.in//Dell-15-Processor-Antivirus-Spill-Resistant/dp/B0BQJ7WR2R/ref=sr_1_20?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-20
23,"HP 15, 13th Gen Intel Core i5-1334U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Iris Xe Graphics, FHD Camera, Backlit KB, fd0316TU/fd0315TU","53,990",https://amazon.in//HP-i5-1334U-Anti-glare-15-6-inch-Graphics/dp/B0D4LWYWF9/ref=sr_1_4?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9._wlIrbwlaBvAsqQpztYLgxryIvuVFe0MiicvCOzRBF6EY6ouXCbWUGrSXuo2tNT-aRPSZOy_K5HjBSO357w-MZ3rdRBRaLrG9f2AGp75M9UiOMMzJbjXQIzfzh2uyK4_WP9NrpeG4UrJI-Bbe2XHuqifn2edDUj088bhVR_ktGmHLIzaliiTYqv--3nrQ_LgEMdHCGKX49jx98kX0IWi4ANvp-FEi8m67kFPazW05YI.e6XJBA0hNmqj5l1qK-eQPBaw134c4xXoeNhQTsda5jI&dib_tag=se&keywords=laptop&qid=1737229280&sprefix=laptop%2Caps%2C483&sr=8-4
24,"Dell Inspiron 15 3535 Laptop â€“ 15.6 inch FHD (39.62cm) Display, AMD Ryzen 3 7320U Processor, 8 GB RAM, 512 GB SSD, Carbon Black, 1.67 Kg, Lightweight and Portable","29,990",https://amazon.in//Dell-Inspiron-3535-Laptop-Lightweight/dp/B0DG5CY2Y2/ref=sr_1_21?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-21
25,"HP 15S AMD Ryzen 5000 (16GB Ram/512GB SSD/Fhd/Windows 11/Ms Office 21/Backlit Keyboard/ 15.6"" (39.6 Cm)/Silver/2.21 Kg) Eq2305Au/Eq2182Au Laptop","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NDUyMjQwMjk5ODUwMDgxOjE3MzcyMjkyODg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1MzU5NDk5MzYzMjo6MDo6&url=%2FHP-Windows-Keyboard-eq2305AU-eq2182au%2Fdp%2FB0B4N77Y34%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D6MYET830HUWF%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0B4N77Y34%26pd_rd_r%3D157bace9-aba2-4d0d-9b94-4af1d5620640%26pd_rd_w%3Dkc2fL%26pd_rd_wg%3Dc2rv9%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DBKF3PB718PDBXE1VRE9Q%26qid%3D1737229288%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C483%26sr%3D1-17-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
26,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO 21/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN","34,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NDUyMjQwMjk5ODUwMDgxOjE3MzcyMjkyODg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTEyNDc4OTUwMDk4OjoxOjo&url=%2FLenovo-IdeaPad-39-62cm-Warranty-82RK006DIN%2Fdp%2FB0B4JPC8GT%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D6MYET830HUWF%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0B4JPC8GT%26pd_rd_r%3D157bace9-aba2-4d0d-9b94-4af1d5620640%26pd_rd_w%3Dkc2fL%26pd_rd_wg%3Dc2rv9%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DBKF3PB718PDBXE1VRE9Q%26qid%3D1737229288%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C483%26sr%3D1-18-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
27,"HP Pavilion, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, Micro-Edge, BrightView, IPS, 14-inch(35.6cm) FHD Laptop, HD Camera, Backlit KB, B&O (Win 11, Office 21, Silver, 1.41kg) dv2053TU","54,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NDUyMjQwMjk5ODUwMDgxOjE3MzcyMjkyODg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjkwNDcwMzQzMjo6Mjo6&url=%2FHP-Pavilion-Micro-Edge-Graphics-14-dv2053TU%2Fdp%2FB0B1MDHJCC%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D6MYET830HUWF%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0B1MDHJCC%26pd_rd_r%3D157bace9-aba2-4d0d-9b94-4af1d5620640%26pd_rd_w%3Dkc2fL%26pd_rd_wg%3Dc2rv9%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DBKF3PB718PDBXE1VRE9Q%26qid%3D1737229288%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C483%26sr%3D1-19-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
28,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS","40,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NDUyMjQwMjk5ODUwMDgxOjE3MzcyMjkyODg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI0ODE1Mzk1NDAzMjo6Mzo6&url=%2FASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS%2Fdp%2FB0BTWF2BQX%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D6MYET830HUWF%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0BTWF2BQX%26pd_rd_r%3D157bace9-aba2-4d0d-9b94-4af1d5620640%26pd_rd_w%3Dkc2fL%26pd_rd_wg%3Dc2rv9%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DBKF3PB718PDBXE1VRE9Q%26qid%3D1737229288%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C483%26sr%3D1-20-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
29,"HP 15, 13th Gen Intel Core i5-1334U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, Backlit KB, 1080p FHD Camera, fd0220TU","52,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NDUyMjQwMjk5ODUwMDgxOjE3MzcyMjkyODg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NDAzNDQzNzEzMjo6NDo6&url=%2FHP-i5-1334U-15-6-inch-Speakers-15-fd0220TU%2Fdp%2FB0CY2PZZJB%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D6MYET830HUWF%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CY2PZZJB%26pd_rd_r%3D157bace9-aba2-4d0d-9b94-4af1d5620640%26pd_rd_w%3Dkc2fL%26pd_rd_wg%3Dc2rv9%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DBKF3PB718PDBXE1VRE9Q%26qid%3D1737229288%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C483%26sr%3D1-21-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
30,"HP Laptop 255 G9 (2024), AMD Ryzen 5 5625U Hexa Core - (8GB/512GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/15.6"" (39.62cm)/Silver/1.47 kg","29,835",https://amazon.in//HP-Laptop-255-G9-Ryzen/dp/B0DH8831VF/ref=sr_1_22?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-22
31,"ASUS TUF Gaming A15, AMD Ryzen 7 7435Hs, 15.6-Inch, FHD 144Hz, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA Geforce RTX 3050/Windows 11/48WHR/Graphite Black/2.3 Kg), FA506NCR-HN054W","60,990",https://amazon.in//ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_23?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-23
32,"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Black/1.38 kg), E1404FA-NK325WS","29,990",https://amazon.in//ASUS-Vivobook-Laptop-Office-E1404FA-NK325WS/dp/B0CCPC5DTD/ref=sr_1_24?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-24
33,"Acer [Smartchoice Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","27,990",https://amazon.in//Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTSF1TK/ref=sr_1_25?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-25
34,(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Intel Graphics),"18,474",https://amazon.in//Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0DMTPY8PJ/ref=sr_1_5?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9._wlIrbwlaBvAsqQpztYLgxryIvuVFe0MiicvCOzRBF6EY6ouXCbWUGrSXuo2tNT-aRPSZOy_K5HjBSO357w-MZ3rdRBRaLrG9f2AGp75M9UiOMMzJbjXQIzfzh2uyK4_WP9NrpeG4UrJI-Bbe2XHuqifn2edDUj088bhVR_ktGmHLIzaliiTYqv--3nrQ_LgEMdHCGKX49jx98kX0IWi4ANvp-FEi8m67kFPazW05YI.e6XJBA0hNmqj5l1qK-eQPBaw134c4xXoeNhQTsda5jI&dib_tag=se&keywords=laptop&qid=1737229280&sprefix=laptop%2Caps%2C483&sr=8-5
35,"Dell 15 [Smartchoice] Intel Core i3-1215U Processor, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm) Display/15 Month McAfee/Black/1.69kg Thin & Light Laptop","32,990",https://amazon.in//Dell-Smartchoice-i3-1215U-Processor-Spill-Resistant/dp/B0BQJ68HHC/ref=sr_1_26?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-26
36,"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NjQ3OTQ1MjI5NDc5NDg2OjE3MzcyMjkyODg6c3BfbXRmOjMwMDI1OTU1ODM5NjEzMjo6MDo6&url=%2FMagicBook-i5-12450H-Anti-Glare-Full-Size-Keyboard%2Fdp%2FB0CRQB4HBP%2Fref%3Dsr_1_27_sspa%3Fcrid%3D6MYET830HUWF%26dib%3DeyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1737229288%26sprefix%3Dlaptop%252Caps%252C483%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
37,"Lenovo Yoga Slim 7 Aura Edition Intel Evo Core Ultra 7 258V (32GB RAM/1TB SSD/15(38.86cm)/Copilot+ PC/Windows 11/Office Home 2024/Grey/1.53Kg), 83HM004NIN AI Laptop","1,47,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NjQ3OTQ1MjI5NDc5NDg2OjE3MzcyMjkyODg6c3BfbXRmOjMwMDQ1NjUwNzczNDMzMjo6MDo6&url=%2FLenovo-38-86cm-Copilot-Windows-83HM004NIN%2Fdp%2FB0DP6RBVSK%2Fref%3Dsr_1_28_sspa%3Fcrid%3D6MYET830HUWF%26dib%3DeyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1737229288%26sprefix%3Dlaptop%252Caps%252C483%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
38,"Lenovo V14 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics 610M/Windows 11) Thin and Light Business Laptop/14 FHD Display/Silver/1.47 kg/MS Office 2021","24,890",https://amazon.in//Lenovo-V14-Ryzen-7320U-Quad/dp/B0DKG7KLMN/ref=sr_1_29?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-29
39,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG","21,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSTHRD/ref=sr_1_30?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-30
40,"HP Victus, 12th Gen Intel Core i5-12450H, NVIDIA RTX 2050, 16GB DDR4, 512GB SSD (Win11, Office21, Blue, 2.3kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Gaming Laptop, Enhanced Cooling, fa1227TX/fa1314TX","57,990",https://amazon.in//HP-i5-12450H-15-6-inch-Response-fa1373TX/dp/B0D2DDJ6PJ/ref=sr_1_31?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-31
41,"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FUIN","32,990",https://amazon.in//Lenovo-IdeaPad-i3-1215U-Warranty-82RJ00FUIN/dp/B0DFH99H7X/ref=sr_1_32?crid=6MYET830HUWF&dib=eyJ2IjoiMSJ9.R1Z-MIx9ttTdlwSs7tS553DEsRIfjU6yB-I_CGN51jdC6CdgtdRWi_9Sixs2XXc011Gu0UqFiIZc_-QRHCAfdBCKD-u9RH5hg906ZpwlJiV47NOHTaFpgALo4xOpYH10E4LYOGM85Iyeyt6WSHR0m1CB79f8QRS1roElLF6SbcR73owTxK6EK5LiR-PBG5h6JSa015gaRY2gNN0Y3z_1l0MSUZmkX6uLwRMNZNnpXRc.Cv_UMZrX-l_1mWPsDXxFwnewSQvxtYPMJgku9WPmKtU&dib_tag=se&keywords=laptop&qid=1737229288&sprefix=laptop%2Caps%2C483&sr=8-32
